,Aggregate,Delayable,Social,Staple,Work Related
2021-10-28,99.85285592,97.57268405,93.93815359,104.992188,112.963357
2021-10-29,101.7258184,99.86242384,95.30932612,107.0937137,113.7473809
2021-11-01,104.4051048,101.4033319,96.69012445,112.218915,116.4983115
2021-11-02,104.7781642,101.3123416,96.83007711,113.2646206,117.1469966
2021-11-03,105.3919567,102.183459,97.12821723,113.8614814,117.8465451
2021-11-04,105.0915647,101.6769132,95.92900333,114.4528767,118.2968178
2021-11-05,103.7862823,99.64256913,95.10934703,113.1145836,118.8609086
2021-11-08,102.4101731,99.59179003,93.93970864,109.6878821,119.2500655
2021-11-09,101.7804259,99.40404481,93.67963071,108.1143674,119.1365714
2021-11-10,101.380067,99.85481388,92.94743954,107.0182812,118.9614523
2021-11-11,101.1767238,99.76905282,93.04416014,106.3876789,118.8557315
2021-11-12,101.6513322,101.9508687,92.7235155,105.8920516,118.3600659
2021-11-15,101.5236202,102.5827802,92.4808815,105.20011,117.4002093
2021-11-16,102.0843107,103.8660464,92.41894119,105.6304487,117.4652335
2021-11-17,102.3753388,103.9572731,92.8198906,106.0832443,117.5745187
2021-11-18,102.5861526,104.341829,92.51330395,106.5409559,117.9376593
2021-11-19,102.6923907,104.447051,92.49077166,106.6971037,118.3647862
2021-11-22,103.914702,107.0418387,92.72379174,107.3001297,119.5484962
2021-11-23,104.9633301,107.595675,92.68930488,110.0484905,119.8788699
2021-11-24,105.1437586,110.2241137,92.29805102,107.9692592,120.2806414
2021-11-25,105.885107,111.4703857,92.90331829,108.3766536,120.5318685
2021-11-26,107.4773107,114.367724,92.96173551,110.0389872,121.5497606
2021-11-29,114.784035,129.7223575,94.15116324,115.0373518,123.8361697
2021-11-30,117.6667618,134.1163284,95.08327543,118.5326655,124.3305116
2021-12-01,119.5735489,136.477724,95.01111493,121.9287792,125.3797347
2021-12-02,121.3112742,138.5026262,95.1993709,125.0232537,125.9180673
2021-12-03,121.7018164,138.1332072,95.82629214,126.1718767,125.7270371
2021-12-06,117.8380397,128.4615414,94.70697236,125.8261813,123.9898877
2021-12-07,116.9706094,126.942931,94.76493219,124.8539769,123.0523447
2021-12-08,115.3562079,125.2367604,93.78599678,122.7580142,121.4476606
2021-12-09,115.1588143,125.9429545,93.70431691,121.545983,120.7813834
2021-12-10,115.5786213,127.0879184,94.14606175,121.3899975,120.0198325
2021-12-13,114.5872139,125.6382874,92.68011688,121.3211716,119.140172
2021-12-14,114.6794244,126.6230935,91.61852754,121.681878,118.2618801
2021-12-15,115.6204109,129.0976968,90.79629636,122.8527667,117.6776554
2021-12-16,115.4483833,128.6298494,90.05233758,123.6721181,116.8700713
2021-12-17,115.6708758,129.3285843,89.03363016,124.7674055,115.8483619
2021-12-20,117.4729529,132.706992,87.06958176,129.246814,113.0598171
2021-12-21,119.5704714,134.8061866,87.11535826,133.7577315,112.6700709
2021-12-22,121.5802014,134.6741831,88.07268116,139.5361624,112.7705672
2021-12-23,125.7081427,137.1442837,88.43193083,149.7359636,113.3372498
2021-12-24,130.1946226,139.3249842,88.1276874,161.9408257,114.325507
2021-12-29,87.58551193,90.72156875,58.42572126,109.2373818,94.7803104
2021-12-30,86.02381762,86.33015098,67.80642428,101.3540176,90.72151858
2021-12-31,78.26445135,78.24801719,67.17097974,86.72149399,86.25215453
2022-01-04,75.31322586,71.85255728,65.23441836,86.09942627,86.03965969
2022-01-05,88.96273509,75.46097685,89.20158708,104.3529774,86.54388452
2022-01-06,82.21615823,70.22483736,77.77979542,98.61419484,87.15700963
2022-01-07,79.67117639,64.97472875,76.37935476,97.30851467,88.02339917
2022-01-10,79.88064975,66.91030107,74.34929312,97.04614869,90.98944884
2022-01-11,90.87767012,72.19309512,92.05432142,109.3967798,96.82746723
2022-01-12,84.59548147,69.12983954,80.24796416,102.9335524,98.17039163
2022-01-13,84.96130713,69.01039634,81.3112584,102.9437011,99.73850083
2022-01-14,85.46476856,69.6293068,82.50259442,102.3929402,101.6115252
2022-01-17,87.35843255,71.32059487,85.30583764,102.9812167,106.7456888
2022-01-18,87.55953416,70.38299912,86.53929244,103.3855569,107.5206421
2022-01-19,87.44816901,69.46061429,87.20220237,103.2268262,108.5436168
2022-01-20,87.38895832,68.55119695,87.81398995,103.3824966,109.0440676
2022-01-21,87.57628851,68.54891564,88.22734069,103.5243844,109.4648378
2022-01-24,87.93344003,68.5468942,89.88888522,102.9666659,110.3859385
2022-01-25,88.65752909,70.30048304,90.49215225,102.7900575,110.4648369
2022-01-26,89.47694794,72.03964865,90.75543158,103.222588,110.6740308
2022-01-27,90.03974095,72.41585594,91.3973838,103.9057716,111.3092467
2022-01-28,90.93719786,73.50722453,92.22081137,104.7766725,111.6391591
2022-01-31,93.70883997,76.85969081,94.37487883,107.5503723,114.0142385
2022-02-01,95.1001412,77.95743394,95.93158876,109.1001187,115.4895048
2022-02-02,96.23516835,78.80225098,96.96272194,110.747203,116.1948952
2022-02-03,96.29470042,78.06007606,97.78808204,111.0071646,116.2267404
2022-02-04,96.42060946,78.3628355,98.36307518,110.5509723,116.2281655
2022-02-07,95.85676153,78.09839296,98.2277801,109.4965113,114.5672417
2022-02-08,95.6180836,77.87674005,98.42754822,108.948939,113.8103476
2022-02-09,95.29654017,78.34596856,98.09916268,107.7452307,113.5109691
2022-02-10,95.56104684,79.89353293,97.66248582,107.2421391,113.6643156
2022-02-11,95.56855046,80.16351739,97.65013968,106.895037,114.0405399
2022-02-14,96.38548968,82.15549196,97.04768208,107.7321985,114.7031339
2022-02-15,96.90099761,82.7377007,97.98548445,107.8644472,114.8565312
2022-02-16,97.49843759,82.90827525,99.85527263,107.78133,115.4179442
2022-02-17,97.73278309,83.62613133,100.3463309,107.2856039,115.4418862
2022-02-18,98.01193426,83.65883884,100.6601615,107.7565141,115.9616814
2022-02-21,94.26326698,79.45176723,98.19994314,103.7286897,110.4097964
2022-02-22,93.45531883,78.20355427,98.54102362,102.3336912,109.7254798
2022-02-23,93.02671905,77.74693044,97.1432909,102.7293482,109.7361209
2022-02-24,92.91021916,76.78802959,97.20577412,103.2209872,110.4049919
2022-02-25,93.2030482,76.60305142,97.82631481,103.1441929,113.4973073
2022-02-28,97.74533452,79.83429041,99.39552059,108.8352546,132.1402024
2022-03-01,100.5069122,81.72214926,101.7301674,113.0960588,134.2900059
2022-03-02,101.2304322,81.39484654,102.2771871,115.2627047,134.5160728
2022-03-03,102.4154636,82.83622812,102.5557346,117.1694821,134.8754176
2022-03-04,102.6134749,83.12101267,102.3019529,118.521007,131.1916361
2022-03-07,102.2335533,83.81097959,103.6954485,118.0376955,118.2089824
2022-03-08,101.3233834,83.32225468,103.6594369,115.8397313,117.3740536
2022-03-09,100.7979113,83.06673572,103.5023099,114.4881094,117.7167482
2022-03-10,100.1655514,82.21017583,103.5474311,113.3196339,117.855255
2022-03-11,100.0678086,82.51228498,103.4322504,112.5178689,119.0249051
2022-03-14,99.17490976,81.91651897,102.2466475,111.1595579,119.994581
2022-03-15,98.60165025,81.0282962,102.3653943,110.2950802,119.4648258
2022-03-16,98.88014502,82.15334098,102.775408,109.8068527,118.3527873
2022-03-17,99.12219766,82.16627028,104.6438916,109.223631,116.7004677
2022-03-18,98.99315206,82.54190784,104.3531754,108.8364151,115.8396851
2022-03-21,98.58141414,82.78527739,104.077914,107.2393765,116.9508497
2022-03-22,98.85373488,83.69576152,103.9164774,107.1227319,117.5623969
2022-03-23,98.6222149,83.61524501,103.2060299,107.0579176,117.8096598
2022-03-24,98.40763781,84.02885625,101.3070292,107.4993662,118.4521855
2022-03-25,98.93452055,84.76679183,101.3197632,108.2643968,118.9647391
2022-03-28,103.0739374,88.74772351,101.6248426,116.2469596,122.3886214
2022-03-29,103.7966663,88.99157089,102.6206291,117.3260173,122.7806079
2022-03-30,104.4173582,89.18180116,103.279193,118.4512307,123.1313497
2022-03-31,104.4210246,87.98963724,103.8473969,119.2062293,123.4500602
2022-04-01,105.7452594,88.85958009,105.1843838,121.0957912,124.4525247
2022-04-04,105.0686659,88.10697071,107.9139511,117.2312013,124.4870903
2022-04-05,105.3794641,87.96305095,107.7152209,118.3256847,125.6845516
2022-04-06,105.1886422,86.35834711,108.0931037,118.7469206,127.5676969
2022-04-07,106.1170016,88.48963036,108.0976173,118.9477829,129.5604378
2022-04-08,105.1317048,87.19815681,107.9063439,117.0672075,130.9421222
2022-04-11,104.2115527,85.96566511,106.9744994,115.2115708,136.0311085
2022-04-12,103.928691,86.93607333,105.5821704,114.3763505,136.5278114
2022-04-13,105.0448186,89.94104623,105.3655091,114.6494209,137.4260519
2022-04-14,105.3695368,90.04513205,105.1435418,115.732782,137.6979096
2022-04-19,89.05094902,82.24328247,76.27379713,101.0347707,123.0391688
2022-04-20,97.85453669,84.22932287,96.86727727,109.1381221,120.3384927
2022-04-21,96.28235481,83.61816876,96.59766458,105.3680508,118.4460767
2022-04-22,96.81456602,83.81736683,96.50586514,106.737308,119.472879
2022-04-25,96.60365334,86.72544798,92.95975195,105.7974436,120.6458006
2022-04-26,110.6421684,91.30219073,122.5812206,118.8736498,121.9870952
2022-04-27,101.1574656,88.12346808,102.2746979,109.9629878,123.1307477
2022-04-28,102.2944577,88.14511383,103.2450796,112.5256038,124.1439799
2022-04-29,103.2448113,88.4047599,104.2933892,113.9787917,125.9261231
2022-05-03,100.0160961,91.19377797,90.88428348,111.5341463,131.1201486
2022-05-04,110.3961067,94.75570756,112.54988,121.3965965,131.2940592
2022-05-05,110.1591554,94.86496472,112.6532605,120.4425318,131.1430987
2022-05-06,109.9197418,94.76345597,112.7739527,119.8497596,130.2979549
2022-05-09,106.1071058,94.17043705,105.0675799,115.363761,129.4629259
2022-05-10,114.7870463,92.10477342,129.4024393,123.8382752,128.2842297
2022-05-11,103.8091101,86.90901242,108.7190805,112.8859425,128.4509002
2022-05-12,103.6724008,86.73351672,108.7400657,112.5958814,128.5566673
2022-05-13,103.2563461,86.39854542,108.6103946,111.6279433,129.0637806
2022-05-16,102.1264703,84.45715299,107.5382514,110.9919334,129.604547
2022-05-17,101.6280474,84.22924844,107.2990508,109.8955959,129.3761589
2022-05-18,100.443653,83.82187805,106.3911026,107.3897341,129.1195786
2022-05-19,100.8855991,83.691333,106.0071813,109.2638113,129.3945232
2022-05-20,100.6366603,83.46331884,105.9983238,108.7798075,129.1075196
2022-05-23,101.1899131,85.02903129,106.675862,108.3358911,128.5099853
2022-05-24,101.2929353,85.31095812,106.9578276,108.1035192,128.4811707
2022-05-25,102.1124075,85.59972184,107.0019736,110.3817468,128.5787392
2022-05-26,102.005541,85.42557595,108.3082224,108.918045,129.1110253
2022-05-27,102.1046369,85.31930699,107.3548326,110.1299127,129.5843974
2022-05-30,103.7298279,86.7440986,108.0709486,112.220128,133.9539439
2022-05-31,105.4525161,88.93503051,108.6764555,114.6862145,134.5472474
2022-06-01,107.8844965,92.44088116,109.0393969,118.0798169,135.7422452
2022-06-06,100.8005741,86.81976621,96.80012193,114.3571306,127.386442
2022-06-07,103.8017918,86.47790507,105.6440755,116.6226735,126.3055726
2022-06-08,101.8033298,84.47770041,104.7122283,113.4604241,125.1832135
2022-06-09,101.7589416,83.71597077,103.5729799,114.9751387,126.2767186
2022-06-10,100.6232696,81.93020845,102.186341,114.4270886,126.8515448
2022-06-13,105.3233646,85.79413633,111.1167494,116.3353863,130.8635669
2022-06-14,99.71969887,82.41291178,99.55263258,112.2862238,131.8531039
2022-06-15,99.98043828,82.96157828,99.99379105,112.068435,132.0745865
2022-06-16,99.65006105,82.47613248,100.3932826,111.1274458,132.2796857
2022-06-17,99.88284041,82.91688378,100.3811853,111.4054724,132.264867
2022-06-20,100.239758,81.28722697,101.7887045,112.8693888,133.3208684
2022-06-21,100.3917971,82.09560139,101.7658692,112.4025472,133.6845554
2022-06-22,99.92539363,81.64393994,100.6670536,112.5664984,132.9044752
2022-06-23,99.49641338,81.71011818,99.41656344,112.1964923,133.1255649
2022-06-24,98.8027213,81.24650697,98.41085455,111.5163031,132.5022237
2022-06-27,99.2132168,83.68386544,96.96707573,110.7439994,135.7714281
2022-06-28,99.74048799,84.23387907,96.95621121,111.5578076,137.1380752
2022-06-29,100.7387091,84.95133425,98.10343586,112.3078207,140.1103082
2022-06-30,101.5681108,85.794787,99.05615407,112.8923397,141.4789897
2022-07-01,103.8045397,88.45480216,100.4685319,115.1956882,144.7104839
2022-07-04,104.8529461,89.14386329,102.5145282,115.326786,147.6387245
2022-07-05,105.6979692,89.70394944,103.5296285,116.3626828,148.3527271
2022-07-06,105.8153706,89.2752463,105.0969187,115.7796374,148.390152
2022-07-07,104.8446565,90.08808512,103.3668952,113.3010369,148.3950412
2022-07-08,104.3754368,89.19758556,103.1022093,113.2682023,147.2162034
2022-07-11,102.641993,86.46326517,100.6017313,112.8886059,147.6498845
2022-07-12,101.9434198,86.29286708,100.0105829,111.2853755,147.953693
2022-07-13,101.5122208,86.38968803,98.38800942,111.289284,147.8287769
2022-07-14,102.1167665,86.02504858,99.48922018,112.6809438,147.6957386
2022-07-15,101.507567,86.29090087,99.38358022,110.5393088,147.5198614
2022-07-18,101.96962,86.49634597,99.51531339,111.8027625,146.9978043
2022-07-19,100.9917133,84.28822091,98.50630502,112.3572374,145.4205741
2022-07-20,100.1383483,81.39822755,99.33649018,112.4466498,143.5981494
2022-07-21,99.95516821,80.17243854,100.1885907,112.3785745,143.8871131
2022-07-22,100.0071291,78.68489027,100.0227148,114.3899395,143.7555633
2022-07-25,97.8509433,76.26046626,99.81287652,111.3397985,138.8670357
2022-07-26,98.84409243,78.20694799,100.5870752,110.9692239,142.1750452
2022-07-27,99.42791995,80.72773735,99.20797378,110.9902876,143.6687269
2022-07-28,100.1910006,82.99841011,98.63562616,111.659593,142.7254369
2022-07-29,100.3913207,84.69188127,99.06569518,109.9416122,143.1082925
2022-08-01,104.0751065,89.88335726,100.5864673,113.9222613,146.7894435
2022-08-02,104.2338865,88.96626557,101.3739738,115.3782445,143.8360436
2022-08-03,104.4881805,89.57142728,101.6715843,115.4771972,142.8079345
2022-08-04,104.1662982,88.57013194,101.6742942,115.6388215,142.3859256
2022-08-05,103.7818458,87.96137456,101.8998432,115.1676182,140.9748052
2022-08-08,99.67308011,83.08831501,99.23743763,110.4689852,137.4192112
2022-08-09,99.14302382,83.78072339,98.81788469,108.4256492,137.1026588
2022-08-10,98.08136681,81.54564215,98.28537076,107.9135678,137.3263264
2022-08-11,97.47080356,80.67300652,97.746589,107.3413219,137.5916668
2022-08-12,96.27074215,80.19353564,96.76195288,104.7644068,138.1282498
2022-08-15,95.80124692,76.84176892,96.05574134,107.5244801,138.6240096
2022-08-16,94.22809233,74.88274489,93.43707683,107.1606351,137.8834155
2022-08-17,93.87013855,74.95136338,92.59865349,106.9214562,136.8045075
2022-08-18,93.16294725,73.06240496,93.5656896,106.0994489,135.6425928
2022-08-19,93.14528823,73.2610191,92.11295408,107.5316395,133.875117
2022-08-22,92.60480632,75.27421034,94.19522854,102.2869203,130.7758208
2022-08-23,93.26533646,75.35435494,94.94494718,103.757063,130.3101514
2022-08-24,93.31905622,75.1472982,95.43280193,103.6495505,130.6191376
2022-08-25,93.76480704,77.05015234,94.26654788,103.9100054,131.220118
2022-08-26,94.2396493,75.54813001,95.8990421,105.3285158,132.646591
2022-08-30,89.7217085,78.42669978,78.30468105,102.7866665,136.1787853
2022-08-31,98.62083201,82.65631805,96.11418818,110.4488072,137.1632262
2022-09-01,99.8393283,84.57431368,96.7615205,111.3888787,138.4739804
2022-09-02,101.1108604,86.51472277,97.30580765,112.7610774,138.9009691
2022-09-05,98.39032349,86.49440067,90.58197923,110.3864412,137.5875135
2022-09-06,108.6214807,87.52889706,114.9863839,120.1573838,137.4077179
2022-09-07,99.88370568,83.27173318,97.46035406,112.759651,136.5668354
2022-09-08,98.21168533,80.0884388,96.31550577,112.2122646,135.2721
2022-09-09,96.80986226,78.97638249,95.67230345,109.7027683,134.2834721
2022-09-12,95.46673447,77.20866826,94.79512629,108.0064016,134.8004871
2022-09-13,95.18782013,78.16845765,95.16832058,105.5834134,135.2760332
2022-09-14,94.66841745,77.52644147,94.60657161,105.0075673,135.8341166
2022-09-15,94.89403146,78.36681075,95.06577829,104.3216084,136.1092141
2022-09-16,95.11811739,78.68335796,94.76670147,104.8100752,136.850394
2022-09-20,84.30199993,71.89879672,75.65755628,94.83025476,136.4920347
2022-09-21,92.88115736,75.45544624,95.46666209,100.3471274,137.5986948
2022-09-22,94.07609271,76.43265642,95.31407721,103.2091237,137.9140476
2022-09-23,94.23238603,76.49988148,95.29590347,103.7202714,137.6271209
2022-09-26,94.33677489,80.96644469,89.22115523,104.4596272,138.4268605
2022-09-27,108.5063405,88.28291158,115.4399297,117.9517962,140.0686162
2022-09-28,100.7865316,85.65958133,95.8464396,113.8456576,139.6150406
2022-09-29,101.2877182,86.73932729,96.51710978,113.4775503,140.4296272
2022-09-30,102.0257708,88.3322015,97.30476613,113.1886017,141.2898975
2022-10-03,105.4201503,91.71768154,99.46964372,118.0383892,143.2025254
2022-10-04,107.196407,90.7908442,101.8643736,122.6176007,143.360472
2022-10-05,106.9498285,91.21782783,102.3256886,121.0717525,142.6417926
2022-10-06,106.5605406,90.23631268,102.1623234,121.42657,140.9106003
2022-10-07,106.575525,89.37744832999999,103.1792729,121.5671732,140.6155919
2022-10-10,104.0980021,85.85069591,105.4910492,116.0977229,137.1078378
2022-10-11,102.3617049,86.96973235,105.391872,109.3333277,136.9395352
2022-10-12,102.9662856,88.47904258,105.1168541,109.8771898,136.8729426
2022-10-13,102.3506918,88.61330582,105.5151152,107.2775111,137.2667845
2022-10-14,101.0234791,87.37547748,103.8393712,106.0540121,136.4759808
2022-10-17,99.60221545,86.9055132,99.94919513,105.9068837,134.7024493
2022-10-18,98.62423793,85.07343361,99.25831407,105.5435626,134.0808693
2022-10-19,97.92144406,83.1788384,99.24304546,105.475692,133.6897041
2022-10-20,97.4466946,82.98649169,98.34549131,105.0282188,133.420909
2022-10-21,97.34950938,82.59012009,98.86775811,104.8134481,132.7881698
2022-10-24,95.97476609,80.45339635,97.74603329,103.9402331,131.9618878
2022-10-25,95.90901491,81.15280681,95.83977171,104.704799,131.8977418
2022-10-26,97.27635323,83.55287336,96.81273319,105.4507735,132.4695882
2022-10-27,97.7183616,83.16020778,97.62597136,106.4235936,133.1987638
2022-10-28,98.57228985,84.29451013,97.58773014,107.7489548,134.2029506
2022-10-31,101.868717,88.75057979,98.85183158,111.3858957,138.5433276
2022-11-01,103.825912,89.93876753,100.7258846,114.3521615,140.1591064
2022-11-02,103.4481967,88.27483184,100.7253339,114.7782298,141.1179002
2022-11-03,103.9881821,88.49690866,100.9462498,115.9848407,141.5690635
2022-11-04,104.1515749,88.20887671,101.2674418,116.462581,141.943897
2022-11-07,102.9556471,87.36200864,99.00887143,116.0388049,139.8713346
2022-11-08,102.6914807,88.41187362,99.66861821,113.7426825,138.2959708
2022-11-09,102.8934771,89.58966528,99.40563242,113.5024978,137.4663451
2022-11-10,102.66876,90.69959005,98.52991163,112.3668364,137.3148577
2022-11-11,102.8361001,92.5361192,97.72576688,111.8043344,136.3425766
2022-11-14,104.8370444,98.54775609,98.80707337,110.5653048,136.4899557
2022-11-15,104.5140265,98.22125137,97.79718832,110.6997616,136.9812308
2022-11-16,104.8648378,100.2551751,96.60716885,110.6451654,137.0343136
2022-11-17,104.9841011,100.4544863,96.32588723,111.055644,137.0894978
2022-11-18,104.8974252,100.4217586,95.6046801,111.2817526,137.9682458
2022-11-21,106.0627457,103.0602114,94.42546798,113.0720089,138.5593262
2022-11-22,106.4699606,103.6209834,94.89355828,113.4683186,137.962359
2022-11-23,107.1368807,105.0540599,95.09967936,113.7581407,138.3647834
2022-11-24,107.911184,106.6370704,95.15658738,114.4763255,138.2551521
2022-11-25,109.1098841,108.7371946,95.39930064,115.8135195,138.2001665
2022-11-28,114.3871896,119.4259732,97.16410846,119.0699768,139.7232386
2022-11-29,118.2965577,125.4871965,98.06731017,123.8880009,141.0347083
2022-11-30,118.4500882,125.3819968,98.99428983,123.6513324,141.0533558
2022-12-01,121.0808988,128.6810456,100.1550898,127.1547401,142.4177663
2022-12-02,122.511854,129.8833594,101.2088655,129.2956972,143.3427828
2022-12-05,120.548539,123.5995576,101.3833056,129.993225,142.3499363
2022-12-06,120.6742674,122.4405791,101.5405704,131.6310801,141.9866388
2022-12-07,121.1155119,123.6576289,101.2195823,131.9891641,142.0305107
2022-12-08,120.1104688,122.8481194,100.3325115,130.6634197,140.9983351
2022-12-09,119.1880644,123.8938877,99.77646042,127.0639561,140.7355328
2022-12-12,120.1786702,125.5891416,98.31292063,130.0460229,139.2618523
2022-12-13,119.489261,125.9299507,97.00165082,129.017591,137.4466796
2022-12-14,120.020346,128.2901504,95.92830927,129.5728479,135.2003106
2022-12-15,120.5157293,129.623299,95.39755287,130.5822519,133.3278908
2022-12-16,122.7982834,132.7620203,95.05739427,135.0903288,131.9909778
2022-12-19,123.5312102,136.625611,93.58355359,135.3080441,128.2606196
2022-12-20,126.108018,140.2109569,93.3390211,139.8690338,128.3917148
2022-12-21,128.2744146,142.2330346,93.37809084,144.4183206,129.2904673
2022-12-22,132.12559,147.1894045,93.55672151,151.0710498,130.0196138
2022-12-23,136.2885283,150.5817196,93.87621173,160.4767869,130.1856547
2022-12-28,103.5988926,110.3783944,63.69819767,131.2190184,109.8555822
2022-12-29,103.6989554,103.3251685,78.838345,126.5822586,105.1088239
2022-12-30,96.08360316,94.33723767,78.67814753,113.044389,100.4081743
2023-01-03,89.52000859,85.1251709,73.17322463,107.2871705,99.33565685
2023-01-04,100.1653495,80.74344502,106.1946468,116.4480184,99.69366011
2023-01-05,91.92101291,74.07737922,90.84951432,110.9930158,100.4987978
2023-01-06,89.82823029,68.37017998,89.6387489,111.6152476,100.8005167
2023-01-09,88.24584096,71.2629273,83.72820624,108.2193847,102.8220522
2023-01-10,100.1355211,72.30948006,109.2268498,120.9281099,109.2994264
2023-01-11,92.13528159,71.05988548,92.4649179,111.1547386,111.7579034
2023-01-12,91.9471975,69.62430466,93.4314393,110.7393389,114.1857986
2023-01-13,91.99347579,69.11474295,94.68938383,109.7465809,116.7857137
2023-01-16,93.54754319,69.75867946,96.98450545,110.9331303,121.6144567
2023-01-17,94.48980974,71.3411442,98.45657598,110.8203877,121.8810976
2023-01-18,93.924302,70.06479536,98.09332939,110.5753107,122.6548007
2023-01-19,94.34801146,71.17337172,97.7731111,110.8580028,123.3432436
2023-01-20,94.76805048,72.20506417,97.59288231,111.1296943,123.8311493
2023-01-23,94.63687487,70.76726506,97.70071545,111.7607675,125.922015
2023-01-24,94.62034162,69.39775601,97.98103937,112.9252723,126.1790592
2023-01-25,95.46260229,71.45035899,98.1614181,113.1930554,126.2241669
2023-01-26,95.96396115,70.84782862,98.48480842,115.140533,126.4955444
2023-01-27,96.32580248,70.09650612,99.11195686,116.4703457,127.0102595
2023-01-30,99.77475513,75.19912045,101.4046665,119.4775389,128.8486194
2023-01-31,101.5377005,77.81722923,102.4299995,121.3663819,128.7282297
2023-02-01,102.5834157,78.32743512,102.9505367,123.6143079,129.2042249
2023-02-02,103.7423628,80.68189184,103.6271138,124.2615761,128.5887766
2023-02-03,104.332017,81.41365322,104.0620889,125.0791516,128.0415208
2023-02-06,103.4846785,80.40579075,103.9966076,123.9696079,125.9206075
2023-02-07,102.8278906,79.99843999,103.4542334,122.7019838,126.3184219
2023-02-08,101.9340045,79.62637116,102.8052126,120.8201218,126.2624175
2023-02-09,101.2411543,79.7841654,101.9320254,119.0427664,126.9573023
2023-02-10,101.0944887,81.41148278,101.0769,117.4237101,127.4551
2023-02-13,99.90787307,80.12351859,99.3172142,116.4617845,128.1865819
2023-02-14,99.83305228,81.27374851,97.20500208,116.9365312,127.8682337
2023-02-15,99.94256438,82.39852803,95.25032446,117.93534,127.3595295
2023-02-16,100.1044874,82.38295451,96.40370687,117.4648982,127.1625676
2023-02-17,100.8874712,80.71205199,101.7412147,117.0757391,126.7524147
2023-02-20,99.03993768,77.36372342,101.4720173,115.2317164,125.9626218
2023-02-21,97.73522866,74.27319683,102.2240949,113.7647971,125.9291395
2023-02-22,97.40961498,72.3133291,104.2648269,113.0845791,125.6662035
2023-02-23,96.44404001,70.20062919,103.1004219,113.4610691,125.2661995
2023-02-24,95.25920454,71.14495793,96.77597637,114.2605214,125.676236
2023-02-27,98.63212746,75.82990743,98.17854491,117.9639253,129.0863026
2023-02-28,100.1414594,76.55713879,99.37005572,121.0158955,128.8438345
2023-03-01,102.7751948,78.09153367,102.3219641,124.6298294,131.2774101
2023-03-02,105.0685926,80.30380273,103.6297057,127.9908371,133.2265466
2023-03-03,106.6471142,79.87871145,106.0059747,131.2194168,134.1474135
2023-03-06,107.0896403,77.48375714,108.7635039,132.8138749,134.1192718
2023-03-07,106.6941675,77.51399468,109.3467553,130.7361626,135.1626215
2023-03-08,104.9900265,75.54780576,106.8083168,130.0349853,133.7089448
2023-03-09,103.6399218,73.44779739,107.1284406,128.0023236,132.316169
2023-03-10,102.3140274,72.3292573,107.5704828,124.8218279,131.0072666
2023-03-13,101.3242432,71.59417866,108.1217751,122.5284286,128.1966806
2023-03-14,101.9558351,72.86214842,108.2749162,123.1117225,127.7861504
2023-03-15,101.5902531,73.47599338,108.9904294,120.6024471,127.6945994
2023-03-16,102.2431895,75.26611359,109.0044884,120.8191808,127.1903909
2023-03-17,102.970883,76.35185591,108.9150763,122.0570646,127.1668678
2023-03-20,104.2476787,77.01410168,108.223987,125.493813,129.9706999
2023-03-21,103.2534729,75.58134843,107.2908623,124.590155,130.5704652
2023-03-22,102.4738836,74.57376985,106.1098068,124.2602534,130.5924748
2023-03-23,101.0452014,72.37595541,104.4323531,123.4562923,131.3100035
